pedido_id,data_pedido,produto,categoria,uf,canal,quantidade,preco_unitario,desconto_pct,valor_total,cliente_recorrente,avaliacao
PED-100840,28/01/2024,Notebook Pro,Computadores,SP,Televendas,4,"R$ 7.521,56","0,0%","R$ 30.086,25",sim,4.0
PED-100841,19/12/2024,Mouse Sem Fio,Periféricos,SP,Loja Física,3,"R$ 170,50","10,2%","R$ 480,76",sim,2.0
PED-100842,06/12/2024,Notebook Pro,Computadores,RS,Loja Física,2,"R$ 7.032,51","15,6%","R$ 12.430,93",nao,2.0
PED-100843,07/05/2025,Teclado Mecânico,Periféricos,SP,Marketplace,5,"R$ 400,32","11,7%","R$ 2.644,05",sim,5.0
PED-100844,24/03/2024,Mesa Ajustável,Mobiliário,MG,Marketplace,2,"R$ 2.398,13","10,4%","R$ 5.278,10",sim,5.0
PED-100845,11/02/2024,Headset,Áudio,SP,Televendas,1,"R$ 350,27","8,9%","R$ 359,69",sim,2.0
PED-100846,16/04/2025,Mouse Sem Fio,Periféricos,SP,Televendas,4,"R$ 190,23","1,5%","R$ 1.133,56",nao,4.0
PED-100847,10/04/2025,Mouse Sem Fio,Periféricos,PR,Televendas,2,"R$ 174,15","6,7%","R$ 491,73",sim,4.0
PED-100848,26/05/2025,Cadeira Ergo,Mobiliário,PR,Televendas,1,"R$ 1.890,70","4,8%","R$ 2.691,87",sim,4.0
PED-100849,10/01/2024,Mouse Sem Fio,Periféricos,RJ,E-commerce,1,"R$ 171,30","11,5%","R$ 151,62",sim,1.0
PED-100850,23/02/2025,Teclado Mecânico,Periféricos,BA,Marketplace,2,"R$ 416,61","5,2%","R$ 1.059,32",sim,3.0
PED-100851,05/09/2025,Teclado Mecânico,Periféricos,SP,E-commerce,1,"R$ 378,27","10,0%","R$ 363,84",sim,5.0
PED-100852,03/05/2025,Cadeira Ergo,Mobiliário,SP,Marketplace,2,"R$ 1.914,96","9,8%","R$ 5.166,53",sim,5.0
PED-100853,26/10/2024,Webcam HD,Áudio,MG,Televendas,3,"R$ 288,02","5,7%","R$ 726,91",sim,2.0
PED-100854,31/10/2024,Cadeira Ergo,Mobiliário,SP,E-commerce,1,"R$ 1.809,09","10,5%","R$ 1.444,12",sim,4.0
PED-100855,18/09/2024,Cadeira Ergo,Mobiliário,CE,Marketplace,4,"R$ 1.887,94","11,8%","R$ 6.083,58",nao,3.0
PED-100856,05/02/2024,Mouse Sem Fio,Periféricos,RJ,Televendas,1,"R$ 181,78","5,8%","R$ 193,17",sim,1.0
PED-100857,06/04/2025,Mesa Ajustável,Mobiliário,MG,Marketplace,1,"R$ 2.322,44","9,3%","R$ 3.187,33",sim,2.0
PED-100858,10/12/2024,Mouse Sem Fio,Periféricos,RJ,Televendas,1,"R$ 154,40","5,5%","R$ 152,72",sim,2.0
PED-100859,30/11/2024,Headset,Áudio,CE,E-commerce,1,"R$ 340,09","0,0%","R$ 319,35",sim,1.0
PED-100860,19/08/2025,Teclado Mecânico,Periféricos,PR,Loja Física,3,"R$ 433,21","8,1%","R$ 1.386,12",nao,4.0
PED-100861,12/04/2025,Teclado Mecânico,Periféricos,RJ,E-commerce,3,"R$ 377,34","15,5%","R$ 1.446,27",sim,1.0
PED-100862,05/09/2025,Headset,Áudio,RJ,Loja Física,3,"R$ 338,34","6,7%","R$ 1.011,40",nao,1.0
PED-100863,24/02/2024,Mesa Ajustável,Mobiliário,CE,Televendas,1,"R$ 2.681,48","12,1%","R$ 2.657,62",sim,5.0
PED-100864,01/09/2025,Teclado Mecânico,Periféricos,PE,Marketplace,2,"R$ 429,28","9,1%","R$ 833,78",sim,4.0
PED-100865,26/12/2024,Mouse Sem Fio,Periféricos,SP,Televendas,3,"R$ 187,95","8,2%","R$ 541,60",sim,5.0
PED-100866,14/09/2024,Mouse Sem Fio,Periféricos,GO,Marketplace,1,"R$ 170,98","6,5%","R$ 145,96",sim,1.0
PED-100867,23/12/2024,Mouse Sem Fio,Periféricos,RJ,Loja Física,1,"R$ 177,19","14,3%","R$ 158,87",sim,2.0
PED-100868,24/01/2024,Teclado Mecânico,Periféricos,SP,Marketplace,5,"R$ 414,93","6,1%","R$ 1.948,53",nao,1.0
PED-100869,19/08/2025,Mesa Ajustável,Mobiliário,PR,Marketplace,1,"R$ 2.589,93","5,4%","R$ 2.844,86",nao,
PED-100870,07/02/2025,Mouse Sem Fio,Periféricos,PE,Televendas,4,"R$ 193,48","4,5%","R$ 991,27",nao,1.0
PED-100871,26/01/2024,Mouse Sem Fio,Periféricos,PR,Loja Física,4,"R$ 198,72","14,8%","R$ 677,39",sim,5.0
PED-100872,07/08/2025,"Monitor 27""",Periféricos,RJ,Marketplace,4,"R$ 1.426,22","0,2%","R$ 6.606,51",nao,1.0
PED-100873,16/10/2024,Cadeira Ergo,Mobiliário,SC,E-commerce,3,"R$ 2.000,76","6,5%","R$ 5.006,38",nao,1.0
PED-100874,17/03/2024,Teclado Mecânico,Periféricos,SP,Marketplace,1,"R$ 376,02","14,5%","R$ 394,78",sim,1.0
PED-100875,07/02/2025,Cadeira Ergo,Mobiliário,SP,E-commerce,3,"R$ 1.838,12","0,0%","R$ 7.394,08",nao,4.0
PED-100876,14/02/2024,Teclado Mecânico,Periféricos,SP,Loja Física,2,"R$ 409,62","4,6%","R$ 880,97",sim,4.0
PED-100877,18/12/2024,Mouse Sem Fio,Periféricos,SP,E-commerce,6,"R$ 185,42","16,3%","R$ 975,13",sim,5.0
PED-100878,02/05/2025,Webcam HD,Áudio,BA,Marketplace,2,"R$ 288,66","6,0%","R$ 811,32",sim,4.0
PED-100879,17/02/2024,"Monitor 27""",Periféricos,RS,Marketplace,3,"R$ 1.379,64","11,1%","R$ 4.148,82",sim,5.0
PED-100880,21/05/2025,Mouse Sem Fio,Periféricos,PE,Marketplace,2,"R$ 183,75","4,0%","R$ 527,39",sim,3.0
PED-100881,14/01/2025,Cadeira Ergo,Mobiliário,PR,Marketplace,1,"R$ 1.995,79","10,1%","R$ 2.139,73",sim,3.0
PED-100882,26/07/2024,Cadeira Ergo,Mobiliário,SP,Televendas,1,"R$ 1.756,76","17,4%","R$ 1.589,55",nao,1.0
PED-100883,22/05/2024,Teclado Mecânico,Periféricos,MG,Marketplace,3,"R$ 452,87","9,9%","R$ 1.550,03",sim,5.0
PED-100884,08/01/2024,Notebook Pro,Computadores,SP,Marketplace,2,"R$ 6.623,31","2,8%","R$ 12.869,19",nao,4.0
PED-100885,05/05/2024,Webcam HD,Áudio,RJ,Televendas,2,"R$ 286,72","0,0%","R$ 726,38",sim,4.0
PED-100886,01/07/2024,Mesa Ajustável,Mobiliário,MG,Loja Física,1,"R$ 2.441,13","3,1%","R$ 2.593,32",sim,1.0
PED-100887,16/07/2025,Webcam HD,Áudio,SP,E-commerce,1,"R$ 285,31","4,0%","R$ 352,66",sim,5.0
PED-100888,24/11/2024,Headset,Áudio,SP,E-commerce,2,"R$ 322,81","0,0%","R$ 606,23",sim,5.0
PED-100889,06/05/2024,Mouse Sem Fio,Periféricos,RJ,E-commerce,5,"R$ 167,04","0,0%","R$ 1.057,97",sim,1.0
PED-100890,20/04/2025,Notebook Pro,Computadores,BA,Loja Física,2,"R$ 6.649,87","9,0%","R$ 18.312,01",sim,2.0
PED-100891,17/10/2024,Mouse Sem Fio,Periféricos,RJ,Marketplace,5,"R$ 173,51","10,4%","R$ 693,27",sim,4.0
PED-100892,18/06/2025,Cadeira Ergo,Mobiliário,SP,E-commerce,2,"R$ 1.825,31","1,0%","R$ 5.104,37",nao,1.0
PED-100893,25/04/2025,Headset,Áudio,PR,Loja Física,1,"R$ 314,65","12,3%","R$ 417,49",nao,3.0
PED-100894,20/08/2025,Mouse Sem Fio,Periféricos,BA,Televendas,1,"R$ 190,85","12,4%","R$ 194,06",nao,3.0
PED-100895,28/03/2025,Headset,Áudio,PE,Televendas,2,"R$ 350,00","6,8%","R$ 950,92",nao,2.0
PED-100896,10/03/2024,Webcam HD,Áudio,RJ,E-commerce,2,"R$ 294,46","5,9%","R$ 680,70",sim,3.0
PED-100897,20/12/2024,Headset,Áudio,MG,E-commerce,3,"R$ 361,99","14,4%","R$ 973,22",nao,1.0
PED-100898,28/09/2024,Notebook Pro,Computadores,MG,Loja Física,2,"R$ 5.895,52","4,6%","R$ 10.267,99",nao,1.0
PED-100899,31/05/2025,"Monitor 27""",Periféricos,RJ,E-commerce,1,"R$ 1.556,64","10,8%","R$ 2.076,25",sim,1.0
PED-100900,08/04/2024,Mouse Sem Fio,Periféricos,RS,Marketplace,1,"R$ 181,04","13,0%","R$ 201,48",nao,4.0
PED-100901,25/10/2024,"Monitor 27""",Periféricos,RS,Televendas,2,"R$ 1.489,88","6,2%","R$ 2.494,20",nao,3.0
PED-100902,12/06/2025,Cadeira Ergo,Mobiliário,RJ,Loja Física,2,"R$ 1.817,23","3,8%","R$ 4.937,98",sim,3.0
PED-100903,01/02/2025,"Monitor 27""",Periféricos,PE,Marketplace,3,"R$ 1.533,17","12,2%","R$ 5.413,80",sim,
PED-100904,25/01/2024,Mesa Ajustável,Mobiliário,PE,Marketplace,2,"R$ 2.324,44","11,8%","R$ 4.100,71",nao,1.0
PED-100905,08/06/2025,Mesa Ajustável,Mobiliário,RS,E-commerce,4,"R$ 2.373,52","6,9%","R$ 12.479,60",nao,1.0
PED-100906,22/08/2024,Mouse Sem Fio,Periféricos,SP,Televendas,1,"R$ 177,36","3,9%","R$ 97,87",nao,4.0
PED-100907,09/03/2025,Teclado Mecânico,Periféricos,GO,Televendas,3,"R$ 435,61","2,0%","R$ 1.865,97",sim,3.0
PED-100908,22/02/2025,Notebook Pro,Computadores,PR,Marketplace,3,"R$ 6.591,41","13,4%","R$ 22.957,22",sim,4.0
PED-100909,14/02/2025,Teclado Mecânico,Periféricos,SP,Loja Física,1,"R$ 426,35","12,5%","R$ 500,45",nao,2.0
PED-100910,23/09/2024,Headset,Áudio,SP,Loja Física,2,"R$ 312,18","12,2%","R$ 500,76",sim,2.0
PED-100911,16/09/2024,Teclado Mecânico,Periféricos,RJ,Marketplace,1,"R$ 442,82","16,5%","R$ 337,59",sim,2.0
PED-100912,05/03/2024,Cadeira Ergo,Mobiliário,SP,E-commerce,4,"R$ 1.748,84","11,1%","R$ 7.638,77",sim,1.0
PED-100913,23/12/2024,Headset,Áudio,MG,Loja Física,2,"R$ 354,22","14,9%","R$ 630,94",sim,1.0
PED-100914,05/07/2024,Mesa Ajustável,Mobiliário,SP,Televendas,2,"R$ 2.328,66","12,0%","R$ 4.493,23",sim,2.0
PED-100915,10/09/2024,Mouse Sem Fio,Periféricos,RS,E-commerce,2,"R$ 184,09","14,7%","R$ 286,87",nao,3.0
PED-100916,17/04/2024,Mesa Ajustável,Mobiliário,SP,Loja Física,2,"R$ 2.674,18","8,0%","R$ 6.293,89",nao,2.0
PED-100917,21/04/2025,Webcam HD,Áudio,SP,Marketplace,2,"R$ 289,52","4,2%","R$ 839,34",sim,1.0
PED-100918,13/08/2025,Teclado Mecânico,Periféricos,GO,Loja Física,2,"R$ 386,68","16,3%","R$ 750,85",sim,5.0
PED-100919,31/08/2024,"Monitor 27""",Periféricos,GO,Televendas,2,"R$ 1.271,33","1,4%","R$ 1.438,48",sim,5.0
PED-100920,28/09/2024,Teclado Mecânico,Periféricos,BA,Televendas,1,"R$ 407,38","8,0%","R$ 342,15",sim,4.0
PED-100921,25/10/2024,Mouse Sem Fio,Periféricos,PR,E-commerce,4,"R$ 174,16","9,7%","R$ 561,62",nao,3.0
PED-100922,16/02/2024,Headset,Áudio,MG,E-commerce,4,"R$ 326,11","8,8%","R$ 1.341,30",sim,5.0
PED-100923,28/04/2025,Mesa Ajustável,Mobiliário,RJ,Loja Física,1,"R$ 2.509,53","7,6%","R$ 3.507,31",sim,
PED-100924,17/07/2025,Notebook Pro,Computadores,SC,Marketplace,1,"R$ 6.680,74","5,8%","R$ 8.107,69",sim,4.0
PED-100925,18/11/2024,Mouse Sem Fio,Periféricos,RS,E-commerce,2,"R$ 176,84","12,2%","R$ 291,74",nao,5.0
PED-100926,09/02/2024,Headset,Áudio,RS,Televendas,3,"R$ 338,64","6,7%","R$ 1.069,42",sim,2.0
PED-100927,04/08/2024,Teclado Mecânico,Periféricos,RS,Marketplace,2,"R$ 397,44","7,9%","R$ 420,40",sim,4.0
PED-100928,10/04/2024,Mesa Ajustável,Mobiliário,CE,Marketplace,3,"R$ 2.383,39","5,5%","R$ 8.641,75",sim,5.0
PED-100929,13/06/2025,Teclado Mecânico,Periféricos,SP,E-commerce,2,"R$ 422,96","6,2%","R$ 1.120,62",sim,4.0
PED-100930,27/05/2025,Notebook Pro,Computadores,GO,Televendas,3,"R$ 6.979,88","7,2%","R$ 29.050,52",sim,4.0
PED-100931,31/08/2024,"Monitor 27""",Periféricos,SP,Marketplace,3,"R$ 1.379,18","15,1%","R$ 2.015,74",nao,1.0
PED-100932,28/08/2024,Headset,Áudio,SP,E-commerce,3,"R$ 342,32","21,1%","R$ 465,06",nao,5.0
PED-100933,24/06/2025,Mesa Ajustável,Mobiliário,SP,Televendas,4,"R$ 2.580,16","11,3%","R$ 12.929,15",sim,4.0
PED-100934,26/02/2024,Mouse Sem Fio,Periféricos,RJ,Marketplace,3,"R$ 183,50","8,7%","R$ 566,94",sim,4.0
PED-100935,17/05/2025,Webcam HD,Áudio,CE,E-commerce,3,"R$ 299,64","7,5%","R$ 1.242,99",nao,5.0
PED-100936,07/09/2025,Headset,Áudio,SP,Marketplace,1,"R$ 330,45","12,7%","R$ 308,32",nao,4.0
PED-100937,13/10/2024,Mouse Sem Fio,Periféricos,PE,E-commerce,3,"R$ 180,79","5,3%","R$ 458,39",sim,2.0
PED-100938,27/04/2025,Notebook Pro,Computadores,BA,E-commerce,4,"R$ 6.976,31","13,2%","R$ 36.623,83",sim,2.0
PED-100939,01/04/2025,Teclado Mecânico,Periféricos,SP,Marketplace,3,"R$ 444,79","2,4%","R$ 1.970,36",sim,2.0
PED-100940,27/07/2025,Teclado Mecânico,Periféricos,GO,Loja Física,1,"R$ 424,89","5,6%","R$ 516,77",sim,2.0
PED-100941,23/01/2024,Headset,Áudio,SP,Marketplace,1,"R$ 311,64","6,2%","R$ 292,36",sim,4.0
PED-100942,27/03/2025,Teclado Mecânico,Periféricos,RS,Marketplace,4,"R$ 408,31","14,6%","R$ 2.031,65",sim,2.0
PED-100943,06/09/2024,Mouse Sem Fio,Periféricos,SP,Marketplace,1,"R$ 168,71","11,9%","R$ 135,69",sim,1.0
PED-100944,03/07/2025,Webcam HD,Áudio,BA,Marketplace,1,"R$ 301,52","0,1%","R$ 387,97",sim,4.0
PED-100945,04/07/2025,Notebook Pro,Computadores,RS,E-commerce,1,"R$ 6.774,89","5,2%","R$ 8.273,76",sim,4.0
PED-100946,02/07/2024,Cadeira Ergo,Mobiliário,SP,E-commerce,1,"R$ 1.964,16","11,2%","R$ 1.911,55",sim,3.0
PED-100947,05/01/2025,Mesa Ajustável,Mobiliário,GO,Televendas,1,"R$ 2.381,35","5,0%","R$ 2.695,59",sim,5.0
PED-100948,11/11/2024,Teclado Mecânico,Periféricos,RJ,Marketplace,3,"R$ 412,24","6,6%","R$ 1.084,41",nao,5.0
PED-100949,23/12/2024,"Monitor 27""",Periféricos,SC,Loja Física,6,"R$ 1.486,29","12,8%","R$ 8.140,63",nao,3.0
PED-100950,16/06/2025,Mouse Sem Fio,Periféricos,SC,Loja Física,1,"R$ 179,84","12,8%","R$ 221,35",sim,3.0
PED-100951,01/03/2025,Mesa Ajustável,Mobiliário,CE,Televendas,5,"R$ 2.181,43","6,9%","R$ 14.804,83",sim,2.0
PED-100952,29/04/2025,Notebook Pro,Computadores,PR,Televendas,2,"R$ 6.982,75","12,3%","R$ 18.535,82",sim,2.0
PED-100953,09/03/2025,Mouse Sem Fio,Periféricos,CE,Loja Física,1,"R$ 186,17","14,9%","R$ 230,92",nao,2.0
PED-100954,09/06/2024,Webcam HD,Áudio,SP,E-commerce,1,"R$ 260,06","11,6%","R$ 275,75",sim,
PED-100955,08/01/2025,Cadeira Ergo,Mobiliário,SP,Loja Física,3,"R$ 2.033,77","7,6%","R$ 6.721,65",sim,1.0
PED-100956,30/08/2024,"Monitor 27""",Periféricos,CE,E-commerce,2,"R$ 1.390,59","6,0%","R$ 1.500,71",nao,2.0
PED-100957,26/09/2024,Cadeira Ergo,Mobiliário,PR,Marketplace,2,"R$ 2.064,86","3,9%","R$ 3.625,38",sim,4.0
PED-100958,12/03/2024,Mesa Ajustável,Mobiliário,SP,E-commerce,2,"R$ 2.207,91","10,4%","R$ 4.862,95",nao,5.0
PED-100959,27/04/2024,Teclado Mecânico,Periféricos,RS,Loja Física,1,"R$ 401,68","0,0%","R$ 513,58",sim,3.0
PED-100960,07/08/2024,Headset,Áudio,RJ,E-commerce,1,"R$ 352,91","12,6%","R$ 177,03",sim,2.0
PED-100961,06/07/2024,Webcam HD,Áudio,RJ,Loja Física,2,"R$ 306,97","11,2%","R$ 597,35",sim,2.0
PED-100962,11/02/2025,"Monitor 27""",Periféricos,BA,Marketplace,1,"R$ 1.520,63","13,1%","R$ 1.772,64",nao,4.0
PED-100963,06/07/2024,Mesa Ajustável,Mobiliário,PR,Televendas,1,"R$ 2.249,08","6,5%","R$ 2.305,14",nao,4.0
PED-100964,07/06/2024,Teclado Mecânico,Periféricos,GO,Televendas,2,"R$ 411,54","4,9%","R$ 938,40",nao,3.0
PED-100965,02/10/2024,"Monitor 27""",Periféricos,RJ,E-commerce,2,"R$ 1.482,99","0,9%","R$ 2.623,24",nao,1.0
PED-100966,29/12/2024,Webcam HD,Áudio,SP,Marketplace,2,"R$ 279,49","7,0%","R$ 544,38",nao,1.0
PED-100967,01/10/2025,Cadeira Ergo,Mobiliário,BA,Marketplace,3,"R$ 1.916,82","9,3%","R$ 5.434,13",sim,4.0
PED-100968,22/11/2024,Teclado Mecânico,Periféricos,RJ,Marketplace,3,"R$ 401,78","6,8%","R$ 1.054,43",sim,5.0
PED-100969,13/08/2024,Notebook Pro,Computadores,RJ,Loja Física,2,"R$ 6.971,22","7,9%","R$ 7.368,67",sim,3.0
PED-100970,24/07/2024,Mesa Ajustável,Mobiliário,RJ,E-commerce,2,"R$ 2.542,34","7,6%","R$ 5.147,84",sim,3.0
PED-100971,13/10/2024,Webcam HD,Áudio,SP,Televendas,7,"R$ 278,60","4,2%","R$ 1.667,09",sim,2.0
PED-100972,16/08/2025,Mouse Sem Fio,Periféricos,RS,Televendas,2,"R$ 188,24","8,0%","R$ 402,00",sim,4.0
PED-100973,25/08/2024,Headset,Áudio,SP,E-commerce,3,"R$ 359,03","16,7%","R$ 514,71",sim,5.0
PED-100974,06/06/2024,Teclado Mecânico,Periféricos,PE,Loja Física,1,"R$ 400,40","13,0%","R$ 417,48",nao,1.0
PED-100975,07/01/2025,"Monitor 27""",Periféricos,SP,Loja Física,3,"R$ 1.466,45","21,0%","R$ 4.144,50",sim,2.0
PED-100976,10/05/2025,"Monitor 27""",Periféricos,SP,Loja Física,1,"R$ 1.427,83","3,8%","R$ 2.053,35",nao,4.0
PED-100977,29/08/2025,Headset,Áudio,RS,Televendas,1,"R$ 311,39","4,1%","R$ 346,45",sim,5.0
PED-100978,28/06/2024,Mesa Ajustável,Mobiliário,SC,Loja Física,1,"R$ 2.381,47","7,2%","R$ 2.649,33",nao,
PED-100979,23/07/2025,"Monitor 27""",Periféricos,MG,E-commerce,1,"R$ 1.462,25","0,0%","R$ 1.883,38",sim,2.0
PED-100980,01/07/2025,"Monitor 27""",Periféricos,MG,Televendas,2,"R$ 1.489,26","4,5%","R$ 3.663,61",sim,3.0
PED-100981,29/08/2024,"Monitor 27""",Periféricos,SP,E-commerce,4,"R$ 1.370,70","12,3%","R$ 2.759,98",sim,5.0
PED-100982,02/08/2024,Cadeira Ergo,Mobiliário,SP,,3,"R$ 1.775,92","11,2%","R$ 2.717,08",sim,5.0
PED-100983,19/06/2024,Mesa Ajustável,Mobiliário,SP,E-commerce,1,"R$ 2.494,96","0,0%","R$ 2.990,96",sim,2.0
PED-100984,22/07/2024,Webcam HD,Áudio,SP,E-commerce,3,"R$ 267,12","3,5%","R$ 847,13",sim,5.0
PED-100985,20/07/2025,Mouse Sem Fio,Periféricos,MG,E-commerce,1,"R$ 177,15","9,4%","R$ 206,74",sim,5.0
PED-100986,17/07/2024,Notebook Pro,Computadores,PE,E-commerce,3,"R$ 6.941,24","10,3%","R$ 20.476,11",nao,2.0
PED-100987,12/11/2024,Mouse Sem Fio,Periféricos,PR,Televendas,3,"R$ 191,01","11,7%","R$ 475,21",sim,2.0
PED-100988,21/08/2025,"Monitor 27""",Periféricos,SP,Loja Física,2,"R$ 1.299,13","6,1%","R$ 2.830,34",sim,1.0
PED-100989,14/03/2025,"Monitor 27""",Periféricos,SP,Loja Física,1,"R$ 1.287,39","11,5%","R$ 1.660,33",nao,1.0
PED-100990,24/03/2024,"Monitor 27""",Periféricos,MG,Marketplace,2,"R$ 1.425,38","12,1%","R$ 3.079,35",sim,
PED-100991,16/02/2024,Webcam HD,Áudio,PR,Marketplace,1,"R$ 298,42","11,7%","R$ 297,08",nao,2.0
PED-100992,23/05/2024,Notebook Pro,Computadores,SP,Marketplace,2,"R$ 6.571,52","8,9%","R$ 15.160,78",sim,1.0
PED-100993,08/07/2025,Mouse Sem Fio,Periféricos,PE,Marketplace,3,"R$ 173,87","10,0%","R$ 604,89",nao,2.0
PED-100994,25/05/2024,Webcam HD,Áudio,SC,Televendas,3,"R$ 248,50","8,9%","R$ 860,36",sim,2.0
PED-100995,19/07/2024,Webcam HD,Áudio,SP,E-commerce,2,"R$ 276,19","6,8%","R$ 564,24",sim,4.0
PED-100996,11/12/2024,Webcam HD,Áudio,SP,E-commerce,2,"R$ 248,05","11,0%","R$ 461,92",sim,1.0
PED-100997,12/11/2024,Mouse Sem Fio,Periféricos,RJ,Marketplace,4,"R$ 202,92","16,8%","R$ 634,16",sim,1.0
PED-100998,18/02/2024,Mouse Sem Fio,Periféricos,GO,Televendas,2,"R$ 172,52","3,0%","R$ 377,29",sim,4.0
PED-100999,06/05/2024,Mesa Ajustável,Mobiliário,RJ,E-commerce,3,"R$ 2.472,59","6,2%","R$ 8.811,94",sim,2.0
PED-101000,28/09/2025,Mesa Ajustável,Mobiliário,MG,E-commerce,1,"R$ 2.395,87","5,5%","R$ 2.420,25",sim,2.0
PED-101001,25/09/2024,Headset,Áudio,RJ,Loja Física,2,"R$ 358,49","10,1%","R$ 588,35",sim,4.0
PED-101002,26/06/2024,Headset,Áudio,MG,Televendas,1,"R$ 296,88","7,2%","R$ 330,38",sim,3.0
PED-101003,13/06/2025,Headset,Áudio,SP,Marketplace,1,"R$ 338,04","0,0%","R$ 477,29",sim,4.0
PED-101004,25/10/2024,Notebook Pro,Computadores,BA,E-commerce,2,"R$ 6.956,84","13,5%","R$ 10.745,45",sim,3.0
PED-101005,13/06/2025,Teclado Mecânico,Periféricos,SP,Televendas,1,"R$ 415,39","23,4%","R$ 449,26",nao,3.0
PED-101006,11/04/2024,Mesa Ajustável,Mobiliário,SC,E-commerce,5,"R$ 2.384,12","18,5%","R$ 12.420,04",sim,2.0
PED-101007,30/10/2024,"Monitor 27""",Periféricos,SP,Loja Física,1,"R$ 1.439,57","6,1%","R$ 1.205,91",nao,1.0
PED-101008,02/06/2025,Cadeira Ergo,Mobiliário,SP,Televendas,2,"R$ 1.853,17","1,0%","R$ 5.179,12",sim,5.0
PED-101009,06/05/2025,Mesa Ajustável,Mobiliário,SP,Televendas,5,"R$ 2.466,60","0,0%","R$ 18.441,53",sim,4.0
PED-101010,09/03/2025,"Monitor 27""",Periféricos,RS,,3,"R$ 1.619,71","5,7%","R$ 6.678,17",sim,4.0
PED-101011,20/10/2024,Mouse Sem Fio,Periféricos,RJ,Marketplace,8,"R$ 163,29","6,4%","R$ 1.091,13",sim,1.0
PED-101012,11/06/2025,Notebook Pro,Computadores,SP,Loja Física,4,"R$ 6.916,77","5,5%","R$ 36.922,66",sim,2.0
PED-101013,26/08/2024,Webcam HD,Áudio,PR,Televendas,2,"R$ 303,50","7,5%","R$ 322,40",sim,
PED-101014,26/02/2025,Mesa Ajustável,Mobiliário,RS,Televendas,3,"R$ 2.388,97","2,1%","R$ 9.408,95",sim,4.0
PED-101015,15/12/2024,Webcam HD,Áudio,BA,E-commerce,2,"R$ 283,21","5,6%","R$ 559,44",sim,2.0
PED-101016,12/07/2024,Mesa Ajustável,Mobiliário,BA,Marketplace,3,"R$ 2.448,02","10,9%","R$ 7.171,24",sim,4.0
PED-101017,08/05/2024,Notebook Pro,Computadores,SC,Loja Física,4,"R$ 6.745,74","8,3%","R$ 31.331,93",sim,1.0
PED-101018,06/12/2024,Notebook Pro,Computadores,SP,Loja Física,3,"R$ 7.129,65","10,8%","R$ 19.968,45",nao,4.0
PED-101019,21/07/2024,Teclado Mecânico,Periféricos,RJ,Marketplace,1,"R$ 421,18","0,0%","R$ 461,61",sim,3.0
PED-101020,26/11/2024,Headset,Áudio,SP,E-commerce,1,"R$ 372,34","3,6%","R$ 337,08",nao,1.0
PED-101021,28/03/2025,Headset,Áudio,PR,Marketplace,1,"R$ 346,45","0,0%","R$ 504,85",nao,3.0
PED-101022,28/05/2025,Teclado Mecânico,Periféricos,SC,E-commerce,2,"R$ 404,13","12,7%","R$ 1.055,02",nao,3.0
PED-101023,08/05/2025,"Monitor 27""",Periféricos,SP,Loja Física,2,"R$ 1.420,49","12,6%","R$ 3.711,53",sim,4.0
PED-101024,22/11/2024,"Monitor 27""",Periféricos,RJ,Marketplace,3,"R$ 1.297,90","12,9%","R$ 3.185,49",sim,2.0
PED-101025,06/02/2024,Mouse Sem Fio,Periféricos,SP,Loja Física,3,"R$ 193,80","7,4%","R$ 606,99",nao,2.0
PED-101026,25/04/2024,"Monitor 27""",Periféricos,MG,Marketplace,1,"R$ 1.413,00","13,4%","R$ 1.565,14",sim,3.0
PED-101027,14/04/2025,Webcam HD,Áudio,RJ,Loja Física,1,"R$ 301,33","4,2%","R$ 436,62",sim,2.0
PED-101028,15/01/2025,Cadeira Ergo,Mobiliário,SP,Marketplace,5,"R$ 1.883,09","14,2%","R$ 9.634,28",sim,5.0
PED-101029,07/06/2025,Webcam HD,Áudio,SP,Marketplace,3,"R$ 273,60","5,5%","R$ 1.094,78",sim,1.0
PED-101030,10/11/2024,Webcam HD,Áudio,SP,Loja Física,1,"R$ 278,29","4,1%","R$ 250,55",sim,
PED-101031,11/10/2024,Webcam HD,Áudio,MG,Loja Física,1,"R$ 295,49","10,6%","R$ 235,65",sim,2.0
PED-101032,05/06/2024,Mouse Sem Fio,Periféricos,SP,E-commerce,2,"R$ 181,74","12,3%","R$ 382,09",nao,4.0
PED-101033,09/02/2024,Mesa Ajustável,Mobiliário,RJ,Televendas,1,"R$ 2.473,79","9,2%","R$ 2.533,65",sim,5.0
PED-101034,01/04/2024,Cadeira Ergo,Mobiliário,CE,Marketplace,1,"R$ 1.907,78","1,8%","R$ 2.395,83",sim,5.0
PED-101035,13/03/2025,"Monitor 27""",Periféricos,RS,Loja Física,3,"R$ 1.662,69","10,3%","R$ 6.521,52",sim,3.0
PED-101036,05/01/2025,Headset,Áudio,SP,Marketplace,4,"R$ 331,02","6,1%","R$ 1.481,96",nao,5.0
PED-101037,06/06/2024,Webcam HD,Áudio,RJ,E-commerce,4,"R$ 264,70","0,0%","R$ 1.269,29",sim,2.0
PED-101038,20/08/2024,"Monitor 27""",Periféricos,SP,Loja Física,1,"R$ 1.440,83","0,0%","R$ 827,06",sim,4.0
PED-101039,15/02/2025,Webcam HD,Áudio,GO,Televendas,1,"R$ 281,76","4,5%","R$ 360,93",sim,5.0
